BOR;AN;FI;FI_EJ;PERSO;EFFPL;EFFPA;ETP;GAR;AST;GARDED;ASTDED
PERINAT_P;2013;770300275;770000354;N2800;3;12;5.01;;;;
PERINAT_P;2013;770300275;770000354;N280H;1;;1;;;;
PERINAT_P;2013;770790707;770000719;M1030;4;;3.25;0;1;0;0
PERINAT_P;2013;770790707;770000719;M1140;;2;1;0;1;;
PERINAT_P;2013;770790707;770000719;M2050;4;;4;0;1;;
PERINAT_P;2013;770790707;770000719;N2700;1;;1;;;;
PERINAT_P;2013;770790707;770000719;N2800;8;5;11.46;;;;
PERINAT_P;2013;770790707;770000719;N280H;4;3;5.45;;;;
PERINAT_P;2013;780000287;780110011;M1030;;;;1;0;0;0
PERINAT_P;2013;780000287;780110011;M1140;4;1;2.49;1;0;;
PERINAT_P;2013;780000287;780110011;M2050;8;2;8.04;1;0;;
PERINAT_P;2013;780000287;780110011;N2340;5;4;9.33;;;;
PERINAT_P;2013;780000287;780110011;N2700;0;1;0.05;;;;
PERINAT_P;2013;780000287;780110011;N2800;26;16;31.59;;;;
PERINAT_P;2013;780000287;780110011;N280H;19;11;13.24;;;;
PERINAT_P;2013;780000287;780110011;N3120;1;;0.35;;;;
PERINAT_P;2013;780000295;780002697;M1030;7;5;9.83;1;;0;0
PERINAT_P;2013;780000295;780002697;M1140;;3;1.7;;1;;
PERINAT_P;2013;780000295;780002697;M2050;4;5;6.83;1;;;
PERINAT_P;2013;780000295;780002697;MIVG;;1;0.4;;;;
PERINAT_P;2013;780000295;780002697;N2800;12;5;14.32;;;;
PERINAT_P;2013;780000295;780002697;N280H;12;5;14.32;;;;
PERINAT_P;2013;780000295;780002697;N3120;;1;0.2;;;;
PERINAT_P;2013;780000311;780001236;M1030;1;;0.2;1;0;1;0
PERINAT_P;2013;780000311;780001236;M1140;11;3;11.06;1;0;;
PERINAT_P;2013;780000311;780001236;M2050;9;4;7.62;1;1;;
PERINAT_P;2013;780000311;780001236;N2340;25;11;34.77;;;;
PERINAT_P;2013;780000311;780001236;N2700;1;2;1.34;;;;
PERINAT_P;2013;780000311;780001236;N2800;64;25;66.87;;;;
PERINAT_P;2013;780000311;780001236;N280H;63;22;61.74;;;;
PERINAT_P;2013;780000329;780110052;M1030;9;;1;1;0;;0
PERINAT_P;2013;780000329;780110052;M1140;6;1;5.7;1;0;;
PERINAT_P;2013;780000329;780110052;M2050;6;2;7.1;1;0;;
PERINAT_P;2013;780000329;780110052;MIVG;5;;;;;;
PERINAT_P;2013;780000329;780110052;N2700;;2;0.5;;;;
PERINAT_P;2013;780000329;780110052;N2800;18;7;24.6;;;;
PERINAT_P;2013;780000329;780110052;N280H;9;2;10;;;;
PERINAT_P;2013;780000329;780110052;N3120;;4;0.4;;;;
PERINAT_P;2013;780000337;780001236;MIVG;1;1;0.91;;;;
PERINAT_P;2013;780000337;780001236;N2800;2;;1.97;;;;
PERINAT_P;2013;780018727;780018719;M1030;4;;4;0;1;0;0
PERINAT_P;2013;780018727;780018719;M1140;1;1;1.4;0;1;;
PERINAT_P;2013;780018727;780018719;M2050;6;;6;0;1;;
PERINAT_P;2013;780018727;780018719;N2700;;1;0.21;;;;
PERINAT_P;2013;780018727;780018719;N2800;7;5;11.51;;;;
PERINAT_P;2013;780018727;780018719;N280H;4;3;5.9;;;;
PERINAT_P;2013;780300208;780000576;M1030;4;2;4.6;1;;0;
PERINAT_P;2013;780300208;780000576;M1140;;2;1.2;0;1;;
PERINAT_P;2013;780300208;780000576;M2050;2;2;3;0;1;;
PERINAT_P;2013;780300208;780000576;N2340;1;;1;;;;
PERINAT_P;2013;780300208;780000576;N2700;;1;0.05;;;;
PERINAT_P;2013;780300208;780000576;N2800;5;8;8.19;;;;
PERINAT_P;2013;780300208;780000576;N280H;5;8;8.19;;;;
PERINAT_P;2013;780300208;780000576;N3120;1;;0.05;;;;
PERINAT_P;2013;780300323;780003679;M1030;;;;1;;1;
PERINAT_P;2013;780300323;780003679;M1140;7;;7;1;;;
PERINAT_P;2013;780300323;780003679;M2050;8;9;12.5;1;;;
PERINAT_P;2013;780300323;780003679;N2340;4;3;5.58;;;;
PERINAT_P;2013;780300323;780003679;N2700;1;;1;;;;
PERINAT_P;2013;780300323;780003679;N2800;17;12;22.75;;;;
PERINAT_P;2013;780300323;780003679;N280H;12;10;16.5;;;;
PERINAT_P;2013;780300323;780003679;N3120;;1;0.8;;;;
PERINAT_P;2013;780300406;780018032;M1030;8;;;1;;1;
PERINAT_P;2013;780300406;780018032;M1140;;5;;0;1;;
PERINAT_P;2013;780300406;780018032;M2050;7;;;1;;;
PERINAT_P;2013;780300406;780018032;MIVG;7;;;;;;
PERINAT_P;2013;780300406;780018032;N2340;3;;0.23;;;;
PERINAT_P;2013;780300406;780018032;N2700;1;;0.4;;;;
PERINAT_P;2013;780300406;780018032;N2800;17;;14.14;;;;
PERINAT_P;2013;780300422;780002259;M1030;8;5;10.5;1;;0;
PERINAT_P;2013;780300422;780002259;M1140;3;;3;;1;;
PERINAT_P;2013;780300422;780002259;M2050;4;;4;1;;;
PERINAT_P;2013;780300422;780002259;MIVG;1;;0.2;;;;
PERINAT_P;2013;780300422;780002259;N2340;4;2;5.4;;;;
PERINAT_P;2013;780300422;780002259;N2700;;1;0.17;;;;
PERINAT_P;2013;780300422;780002259;N2800;12;5;14.9;;;;
PERINAT_P;2013;780300422;780002259;N280H;8;3;9.6;;;;
PERINAT_P;2013;780300422;780002259;N3120;;1;0.17;;;;
PERINAT_P;2013;780800256;780110078;M1140;3;;3;1;0;;
PERINAT_P;2013;780800256;780110078;M2050;11;9;13.6;1;0;;
PERINAT_P;2013;780800256;780110078;N2340;5;2;5.67;;;;
PERINAT_P;2013;780800256;780110078;N2800;26;13;34.43;;;;
PERINAT_P;2013;780800256;780110078;N280H;9;7;13.13;;;;
PERINAT_P;2013;790000087;790000012;M1030;;;;1;0;0;0
PERINAT_P;2013;790000087;790000012;M1140;;8;1.95;1;0;;
PERINAT_P;2013;790000087;790000012;M2050;;11;5.73;1;0;;
PERINAT_P;2013;790000087;790000012;MIVG;;5;1.51;;;;
PERINAT_P;2013;790000087;790000012;N2340;6;1;7.19;;;;
PERINAT_P;2013;790000087;790000012;N2700;1;;1;;;;
PERINAT_P;2013;790000087;790000012;N2800;18;13;28.27;;;;
PERINAT_P;2013;790000087;790000012;N280H;10;8;16.64;;;;
PERINAT_P;2013;790000087;790000012;N3120;1;;0.6;;;;
PERINAT_P;2013;790000095;790006654;M1140;5;;1.15;0;1;;
PERINAT_P;2013;790000095;790006654;M2050;7;;0.99;0;1;;
PERINAT_P;2013;790000095;790006654;MIVG;;1;0.22;;;;
PERINAT_P;2013;790000095;790006654;N2340;5;4;7.85;;;;
PERINAT_P;2013;790000095;790006654;N2800;11;8;6.91;;;;
PERINAT_P;2013;790000095;790006654;N280H;7;8;4.55;;;;
PERINAT_P;2013;790000103;790006654;N2800;3;;0.96;;;;
PERINAT_P;2013;790003537;790006654;N2800;3;;1.26;;;;
PERINAT_P;2013;790009948;790001242;M1030;8;;8;0;1;0;1
PERINAT_P;2013;790009948;790001242;M1140;2;;2;0;1;;
PERINAT_P;2013;790009948;790001242;M2050;5;;5;0;1;;
PERINAT_P;2013;790009948;790001242;MIVG;5;;5;;;;
PERINAT_P;2013;790009948;790001242;N2340;1;;1;;;;
PERINAT_P;2013;790009948;790001242;N2800;8;1;8.72;;;;
PERINAT_P;2013;790009948;790001242;N280H;8;1;8.72;;;;
PERINAT_P;2013;800000143;800000028;M1030;0;0;0;1;0;0;0
PERINAT_P;2013;800000143;800000028;M1140;2;1;1.18;0;1;;
PERINAT_P;2013;800000143;800000028;M2050;6;1;5.36;1;0;;
PERINAT_P;2013;800000143;800000028;MIVG;0;1;0.4;;;;
PERINAT_P;2013;800000143;800000028;N2340;4;3;5.87;;;;
PERINAT_P;2013;800000143;800000028;N2700;1;0;0.67;;;;
PERINAT_P;2013;800000143;800000028;N2800;11;12;20.54;;;;
PERINAT_P;2013;800000143;800000028;N280H;11;12;20.54;;;;
PERINAT_P;2013;800000143;800000028;N3120;1;0;0.13;;;;
PERINAT_P;2013;800000192;800000044;M1030;1;;0.1;1;1;;
PERINAT_P;2013;800000192;800000044;M1140;7;;3.88;1;1;;
PERINAT_P;2013;800000192;800000044;N2340;12;2;11.12;;;;
PERINAT_P;2013;800000192;800000044;N2700;;1;0.7;;;;
PERINAT_P;2013;800000200;800000051;N2700;1;;1;;;;
PERINAT_P;2013;800000200;800000051;N3120;1;;1;;;;
PERINAT_P;2013;800000226;800000069;N2800;1;1;1.85;;;;
PERINAT_P;2013;800000432;800000093;M1140;1;2;1.6;0;1;;
PERINAT_P;2013;800000432;800000093;M2050;3;;2.79;0;1;;
PERINAT_P;2013;800000432;800000093;MIVG;1;;0.1;;;;
PERINAT_P;2013;800000432;800000093;N2340;;2;1.4;;;;
PERINAT_P;2013;800000432;800000093;N2700;;1;0.04;;;;
PERINAT_P;2013;800000432;800000093;N2800;6;4;8.5;;;;
PERINAT_P;2013;800002610;800000044;M1030;4;1;2.58;1;0;0;0
PERINAT_P;2013;800002610;800000044;M1140;5;;0.87;1;0;;
PERINAT_P;2013;800002610;800000044;M2050;13;5;5.06;1;0;;
PERINAT_P;2013;800002610;800000044;N2340;4;1;4.92;;;;
PERINAT_P;2013;800002610;800000044;N2800;33;20;45.72;;;;
PERINAT_P;2013;800002610;800000044;N280H;31;14;38.92;;;;
PERINAT_P;2013;800002610;800000044;N3120;;1;0.43;;;;
PERINAT_P;2013;800009920;800003071;M1030;13;1;13.5;1;1;1;1
PERINAT_P;2013;800009920;800003071;M1140;5;2;6;0;1;;
PERINAT_P;2013;800009920;800003071;M2050;11;;11;1;1;;
PERINAT_P;2013;800009920;800003071;MIVG;11;0;11;;;;
PERINAT_P;2013;800009920;800003071;N2340;4;2;5.36;;;;
PERINAT_P;2013;800009920;800003071;N2700;;3;1.82;;;;
PERINAT_P;2013;800009920;800003071;N2800;17;15;26.29;;;;
PERINAT_P;2013;800009920;800003071;N280H;17;15;26.29;;;;
PERINAT_P;2013;800009920;800003071;N3120;;1;0.59;;;;
PERINAT_P;2013;810000224;810000471;M1030;7;1;7.5;1;0;0;
PERINAT_P;2013;810000224;810000471;M1140;2;;2;0;1;;
PERINAT_P;2013;810000224;810000471;M2050;3;;3;0;1;;
PERINAT_P;2013;810000224;810000471;N2340;4;;3.8;;;;
PERINAT_P;2013;810000224;810000471;N2800;9;2;8.91;;;;
PERINAT_P;2013;810000224;810000471;N280H;9;2;8.91;;;;
PERINAT_P;2013;810000505;810000331;M1140;5;2;2.7;;;;
PERINAT_P;2013;810000505;810000331;M2050;7;1;2.14;;;;
PERINAT_P;2013;810000505;810000331;N2340;4;4;6.16;;;;
PERINAT_P;2013;810000505;810000331;N2800;20;3;19.75;;;;
PERINAT_P;2013;810000505;810000331;N280H;19;3;18.75;;;;
PERINAT_P;2013;810000521;810000380;M1030;9;11;2.11;1;0;0;0
PERINAT_P;2013;810000521;810000380;M1140;4;1;1.17;0;1;;
PERINAT_P;2013;810000521;810000380;M2050;9;2;7.82;1;0;;
PERINAT_P;2013;810000521;810000380;MIVG;10;;0.24;;;;
PERINAT_P;2013;810000521;810000380;N2340;9;10;10.84;;;;
PERINAT_P;2013;810000521;810000380;N2800;20;11;27.69;;;;
PERINAT_P;2013;810000521;810000380;N280H;14;9;12.71;;;;
PERINAT_P;2013;810000562;810000455;M1030;1;4;2.44;0;1;;0
PERINAT_P;2013;810000562;810000455;M1140;;3;1.46;0;1;;
PERINAT_P;2013;810000562;810000455;M2050;1;3;2.96;0;1;;
PERINAT_P;2013;810000562;810000455;N2800;11;8;14.62;;;;
PERINAT_P;2013;810000562;810000455;N280H;10;7;6;;;;
PERINAT_P;2013;820000032;820000016;M1140;3;1;1.05;0;1;;
PERINAT_P;2013;820000032;820000016;M2050;6;;5.55;0;1;;
PERINAT_P;2013;820000032;820000016;MIVG;;;0.72;;;;
PERINAT_P;2013;820000032;820000016;N2340;5;3;8.56;;;;
PERINAT_P;2013;820000032;820000016;N2800;10;10;15.98;;;;
PERINAT_P;2013;820000032;820000016;N3120;1;1;0.75;;;;
PERINAT_P;2013;820000040;820000081;M1030;;;;;1;;1
PERINAT_P;2013;820000040;820000081;M1140;2;;1;;1;;
PERINAT_P;2013;820000040;820000081;M2050;5;;5;;1;;
PERINAT_P;2013;820000040;820000081;MIVG;5;;5;;;;
PERINAT_P;2013;820000040;820000081;N2340;1;;1;;;;
PERINAT_P;2013;820000040;820000081;N2800;2;11;11.63;;;;
PERINAT_P;2013;820000040;820000081;N280H;2;6;5.76;;;;
PERINAT_P;2013;820000057;820000131;M1030;9;;9;;1;;0
PERINAT_P;2013;820000057;820000131;M1140;3;;3;;1;;
PERINAT_P;2013;820000057;820000131;M2050;6;;6;;1;;
PERINAT_P;2013;820000057;820000131;N2800;7;7;12.43;;;;
PERINAT_P;2013;820000057;820000131;N280H;7;7;4.8;;;;
PERINAT_P;2013;830000279;830100517;M1030;;;;1;0;0;
PERINAT_P;2013;830000279;830100517;M1140;;3;1.8;0;1;;
PERINAT_P;2013;830000279;830100517;M2050;5;2;2.87;0;1;;
PERINAT_P;2013;830000279;830100517;N2700;1;;0.7;;;;
PERINAT_P;2013;830000279;830100517;N2800;16;;14.38;;;;
PERINAT_P;2013;830000287;830100525;M1030;8;1;1.6;1;0;;
PERINAT_P;2013;830000287;830100525;M1140;2;;0.66;0;1;;
PERINAT_P;2013;830000287;830100525;M2050;6;2;6.06;0;1;;
PERINAT_P;2013;830000287;830100525;N2700;;1;0.7;;;;
PERINAT_P;2013;830000287;830100525;N2800;4;19;19.81;;;;
PERINAT_P;2013;830000287;830100525;N3120;1;;0.55;;;;
PERINAT_P;2013;830000295;830100533;M1030;5;3;6.33;1;;0;
PERINAT_P;2013;830000295;830100533;M1140;3;6;5.38;;1;;
PERINAT_P;2013;830000295;830100533;M2050;4;2;4.12;;1;;
PERINAT_P;2013;830000295;830100533;MIVG;1;;0.1;;;;
PERINAT_P;2013;830000295;830100533;N2700;1;1;0.25;;;;
PERINAT_P;2013;830000295;830100533;N2800;0;24;16.16;;;;
PERINAT_P;2013;830000295;830100533;N280H;0;22;14.86;;;;
PERINAT_P;2013;830000311;830100566;M1030;7;2;2.95;1;;0;
PERINAT_P;2013;830000311;830100566;M1140;2;0;1.4;1;;;
PERINAT_P;2013;830000311;830100566;M2050;7;5;5.2;1;;;
PERINAT_P;2013;830000311;830100566;MIVG;1;1;0.65;;;;
PERINAT_P;2013;830000311;830100566;N2340;6;1;6.84;;;;
PERINAT_P;2013;830000311;830100566;N2700;1;0;1;;;;
PERINAT_P;2013;830000311;830100566;N2800;24;4;26.76;;;;
PERINAT_P;2013;830000311;830100566;N280H;12;3;13.53;;;;
PERINAT_P;2013;830000337;830100590;M1030;2;;2;;1;;
PERINAT_P;2013;830000337;830100590;M1140;;2;1.2;;1;;
PERINAT_P;2013;830000337;830100590;M2050;;4;2.2;;1;;
PERINAT_P;2013;830000337;830100590;N2800;11;4;14.2;;;;
PERINAT_P;2013;830000337;830100590;N280H;6;;6;;;;
PERINAT_P;2013;830000345;830100616;M1030;3;;1.5;1;;;
PERINAT_P;2013;830000345;830100616;M1140;7;3;7.25;1;;;
PERINAT_P;2013;830000345;830100616;M2050;11;1;9.72;1;;;
PERINAT_P;2013;830000345;830100616;MIVG;8;1;0.73;;;;
PERINAT_P;2013;830000345;830100616;N2340;13;28;41.4;;;;
PERINAT_P;2013;830000345;830100616;N2700;1;0;1;;;;
PERINAT_P;2013;830000345;830100616;N2800;27;22;50.04;;;;
PERINAT_P;2013;830000345;830100616;N280H;4;2;5.97;;;;
PERINAT_P;2013;830100434;830000196;M1030;8;;8;1;;1;
PERINAT_P;2013;830100434;830000196;M1140;3;2;4;0;1;;
PERINAT_P;2013;830100434;830000196;M2050;17;;17;1;;;
PERINAT_P;2013;830100434;830000196;MIVG;7;;2;;;;
PERINAT_P;2013;830100434;830000196;N2340;2;;2;;;;
PERINAT_P;2013;830100434;830000196;N2700;1;;0.5;;;;
PERINAT_P;2013;830100434;830000196;N2800;23;6;27.08;;;;
PERINAT_P;2013;830100434;830000196;N280H;15;5;17.2;;;;
PERINAT_P;2013;830100475;830000238;M1030;1;;1;0;1;;
PERINAT_P;2013;830100475;830000238;M2050;1;;1;0;1;;
PERINAT_P;2013;830100608;830100616;M2050;6;1;1.68;;;;
PERINAT_P;2013;830100608;830100616;N2800;2;1;2.3;;;;
PERINAT_P;2013;830100608;830100616;N280H;2;1;2.3;;;;
PERINAT_P;2013;840000285;840000608;M1030;9;0;9;1;;1;0
PERINAT_P;2013;840000285;840000608;M1140;3;0;3;0;1;;
PERINAT_P;2013;840000285;840000608;M2050;11;0;11;1;0;;
PERINAT_P;2013;840000285;840000608;MIVG;11;0;11;;;;
PERINAT_P;2013;840000285;840000608;N2340;5;0;5;;;;
PERINAT_P;2013;840000285;840000608;N2700;0;1;0.43;;;;
PERINAT_P;2013;840000285;840000608;N2800;18;6;20.19;;;;
PERINAT_P;2013;840000343;840000012;M1030;;3;1.23;0;1;0;0
PERINAT_P;2013;840000343;840000012;M1140;;3;1.57;0;1;;
PERINAT_P;2013;840000343;840000012;M2050;2;;1.5;0;1;;
PERINAT_P;2013;840000343;840000012;MIVG;;2;0.07;;;;
PERINAT_P;2013;840000343;840000012;N2800;6;3;7.11;;;;
PERINAT_P;2013;840000343;840000012;N280H;;1;0.2;;;;
PERINAT_P;2013;840000343;840000012;N3120;;1;0.1;;;;
PERINAT_P;2013;840000392;840000046;M1030;2;2;1.24;1;0;1;0
PERINAT_P;2013;840000392;840000046;M1140;1;1;2;0;1;;
PERINAT_P;2013;840000392;840000046;M2050;1;3;3.7;0;1;;
PERINAT_P;2013;840000392;840000046;MIVG;3;5;4;;;;
PERINAT_P;2013;840000392;840000046;N2700;0;1;0.5;;;;
PERINAT_P;2013;840000392;840000046;N2800;15;11;22.83;;;;
PERINAT_P;2013;840000392;840000046;N280H;6;0;6;;;;
PERINAT_P;2013;840000418;840004659;M1140;;2;1.6;0;1;;
PERINAT_P;2013;840000418;840004659;M2050;;4;1.7;0;1;;
PERINAT_P;2013;840000418;840004659;N2700;;1;0.56;;;;
PERINAT_P;2013;840000418;840004659;N2800;7;9;14.05;;;;
PERINAT_P;2013;840000418;840004659;N280H;7;9;14.05;;;;
PERINAT_P;2013;840000483;840000087;M1030;;1;0.3;0;0;;
PERINAT_P;2013;840000483;840000087;M1140;;3;1.4;0;1;;
PERINAT_P;2013;840000483;840000087;M2050;4;2;4.57;1;0;;
PERINAT_P;2013;840000483;840000087;MIVG;3;;0.3;;;;
PERINAT_P;2013;840000483;840000087;N2340;2;;2;;;;
PERINAT_P;2013;840000483;840000087;N2700;;1;0.3;;;;
PERINAT_P;2013;840000483;840000087;N2800;14;11;20.05;;;;
PERINAT_P;2013;840000483;840000087;N280H;6;;6;;;;
PERINAT_P;2013;840000483;840000087;N3120;1;;0.1;;;;
PERINAT_P;2013;840000491;130041916;M1030;3;;2.03;;;;
PERINAT_P;2013;840000491;130041916;M1140;2;1;1.81;;;;
PERINAT_P;2013;840000491;130041916;M2050;3;3;3.57;;;;
PERINAT_P;2013;840000491;130041916;MIVG;3;;0.3;;;;
PERINAT_P;2013;840000491;130041916;N2340;2;0;1.29;;;;
PERINAT_P;2013;840000491;130041916;N2700;0;1;0.5;;;;
PERINAT_P;2013;840000491;130041916;N2800;5;10;12.38;;;;
PERINAT_P;2013;840000491;130041916;N280H;5;10;12.38;;;;
PERINAT_P;2013;840000533;840000129;M2050;1;1;1.05;0;0;;
PERINAT_P;2013;840000533;840000129;N2800;;3;2.21;;;;
PERINAT_P;2013;840001861;840006597;M1140;6;0;6;1;0;;
PERINAT_P;2013;840001861;840006597;M2050;9;1;6.57;1;0;;
PERINAT_P;2013;840001861;840006597;MIVG;0;2;0.8;;;;
PERINAT_P;2013;840001861;840006597;N2340;20;19;32.41;;;;
PERINAT_P;2013;840001861;840006597;N2700;;2;0.96;;;;
PERINAT_P;2013;840001861;840006597;N2800;22;17;46.63;;;;
PERINAT_P;2013;840001861;840006597;N3120;3;;1.45;;;;
PERINAT_P;2013;850000118;850013244;M1030;10;;10;;1;;
PERINAT_P;2013;850000118;850013244;M1140;2;;2;;1;;
PERINAT_P;2013;850000118;850013244;M2050;6;;6;;1;;
PERINAT_P;2013;850000118;850013244;N2340;2;1;2.56;;;;
PERINAT_P;2013;850000118;850013244;N2700;;1;0.12;;;;
PERINAT_P;2013;850000118;850013244;N2800;6;10;15.14;;;;
PERINAT_P;2013;850000118;850013244;N280H;6;10;15.14;;;;
PERINAT_P;2013;850000118;850013244;N3120;;1;0.1;;;;
PERINAT_P;2013;850000142;850000019;M1140;;9;2.35;1;;;
PERINAT_P;2013;850000142;850000019;M2050;2;15;7.38;1;1;;
PERINAT_P;2013;850000142;850000019;MIVG;;5;0.53;;;;
PERINAT_P;2013;850000142;850000019;N2340;8;18;18.38;;;;
PERINAT_P;2013;850000142;850000019;N2700;;3;0.75;;;;
PERINAT_P;2013;850000142;850000019;N2800;44;15;47.62;;;;
PERINAT_P;2013;850000142;850000019;N280H;;51;22.64;;;;
PERINAT_P;2013;850000175;850009010;M1030;5;6;0.5;0;0;;
PERINAT_P;2013;850000175;850009010;M1140;;1;0.3;0;0;;
PERINAT_P;2013;850000175;850009010;M2050;2;1;2.49;0;1;;
PERINAT_P;2013;850000175;850009010;N2700;;1;0.5;;;;
PERINAT_P;2013;850000175;850009010;N2800;7;14;16.7;;;;
PERINAT_P;2013;850000175;850009010;N280H;5;14;6;;;;
PERINAT_P;2013;850000209;850000019;M1140;;1;0.1;0;0;;
PERINAT_P;2013;850000209;850000019;M2050;;1;0.76;0;0;;
PERINAT_P;2013;850000209;850000019;MIVG;;1;0.1;;;;
PERINAT_P;2013;850000209;850000019;N2700;;1;0.22;;;;
PERINAT_P;2013;850000209;850000019;N2800;;3;1.25;;;;
PERINAT_P;2013;850000225;850000019;N2800;;3;2.34;;;;
PERINAT_P;2013;850000241;850000084;M1030;0;0;0;;1;;0
PERINAT_P;2013;850000241;850000084;M1140;2;0;1.53;;1;;
PERINAT_P;2013;850000241;850000084;M2050;4;0;4;;1;;
PERINAT_P;2013;850000241;850000084;MIVG;4;0;0;;;;
PERINAT_P;2013;850000241;850000084;N2800;12;8;16.03;;;;
PERINAT_P;2013;850000241;850000084;N280H;12;8;15.28;;;;
PERINAT_P;2013;850009630;850000035;M1030;2;;1.2;1;0;0;0
PERINAT_P;2013;850009630;850000035;M1140;;1;0.32;0;0;;
PERINAT_P;2013;850009630;850000035;M2050;3;1;3.19;;1;;
PERINAT_P;2013;850009630;850000035;MIVG;;1;0.2;;;;
PERINAT_P;2013;850009630;850000035;N2340;;1;0.8;;;;
PERINAT_P;2013;850009630;850000035;N2700;;1;0.3;;;;
PERINAT_P;2013;850009630;850000035;N2800;11;5;15.02;;;;
PERINAT_P;2013;850009630;850000035;N280H;8;4;11.19;;;;
PERINAT_P;2013;860000025;860780063;M1030;5;;0.68;1;0;0;1
PERINAT_P;2013;860000025;860780063;M1140;2;;2.89;1;0;;
PERINAT_P;2013;860000025;860780063;M2050;2;3;3.53;1;0;;
PERINAT_P;2013;860000025;860780063;MIVG;8;1;0.14;;;;
PERINAT_P;2013;860000025;860780063;N2340;;1;0.7;;;;
PERINAT_P;2013;860000025;860780063;N2800;21;7;25.2;;;;
PERINAT_P;2013;860000025;860780063;N280H;21;7;11.75;;;;
PERINAT_P;2013;860000033;860780071;M2050;;1;0.2;0;0;;
PERINAT_P;2013;860000033;860780071;N2800;2;;2;;;;
PERINAT_P;2013;860000058;860780097;M2050;;1;0.5;0;0;;
PERINAT_P;2013;860000058;860780097;N2800;1;;0.8;;;;
PERINAT_P;2013;860000223;860013077;M1030;5;;4.7;1;0;0;0
PERINAT_P;2013;860000223;860013077;M1140;7;;3.41;1;0;;
PERINAT_P;2013;860000223;860013077;M2050;9;;2.4;1;0;;
PERINAT_P;2013;860000223;860013077;MIVG;3;;0.6;;;;
PERINAT_P;2013;860000223;860013077;N2340;8;3;10.02;;;;
PERINAT_P;2013;860000223;860013077;N2700;1;1;1.5;;;;
PERINAT_P;2013;860000223;860013077;N2800;28;5;36.78;;;;
PERINAT_P;2013;860000223;860013077;N280H;13;7;17.02;;;;
PERINAT_P;2013;860000223;860013077;N3120;1;1;1.2;;;;
PERINAT_P;2013;860780568;860000140;M1030;3;;3;;1;;0
PERINAT_P;2013;860780568;860000140;M1140;3;;3;;1;;
PERINAT_P;2013;860780568;860000140;M2050;10;;10;1;;;
PERINAT_P;2013;860780568;860000140;MIVG;9;;9;;;;
PERINAT_P;2013;860780568;860000140;N2800;11;6;13.75;;;;
PERINAT_P;2013;860780568;860000140;N280H;0;4;1.5;;;;
PERINAT_P;2013;870000098;870000023;M1030;5;0;0.1;0;1;0;1
PERINAT_P;2013;870000098;870000023;M1140;2;0;0.6;0;1;;
PERINAT_P;2013;870000098;870000023;M2050;2;1;2.6;0;1;;
PERINAT_P;2013;870000098;870000023;MIVG;;1;0.6;;;;
PERINAT_P;2013;870000098;870000023;N2800;9;3;11.16;;;;
PERINAT_P;2013;870000411;870017415;M1030;4;1;5;0;1;0;1
PERINAT_P;2013;870000411;870017415;M1140;4;1;5;0;1;;
PERINAT_P;2013;870000411;870017415;M2050;7;;7;0;1;;
PERINAT_P;2013;870000411;870017415;N2340;1;;1;;;;
PERINAT_P;2013;870000411;870017415;N2700;;1;0.23;;;;
PERINAT_P;2013;870000411;870017415;N2800;17;5;20.05;;;;
PERINAT_P;2013;870000411;870017415;N280H;17;5;20.05;;;;
PERINAT_P;2013;870014859;870000015;M1140;4;1;2.39;1;1;;
PERINAT_P;2013;870014859;870000015;M2050;9;7;11.18;1;1;;
PERINAT_P;2013;870014859;870000015;MIVG;1;0;0.17;;;;
PERINAT_P;2013;870014859;870000015;N2340;28;14;35.15;;;;
PERINAT_P;2013;870014859;870000015;N2700;1;;0.48;;;;
PERINAT_P;2013;870014859;870000015;N2800;43;13;46.13;;;;
PERINAT_P;2013;870014859;870000015;N280H;18;7;19.34;;;;
PERINAT_P;2013;880000021;880007059;N2340;12;4;3.95;;;;
PERINAT_P;2013;880000021;880007059;N2800;8;10;15.65;;;;
PERINAT_P;2013;880000021;880007059;N280H;8;10;14.8;;;;
PERINAT_P;2013;880000039;880780069;M2050;;2;0.2;0;0;;
PERINAT_P;2013;880000039;880780069;N2800;;2;1.5;;;;
PERINAT_P;2013;880000047;880780077;M1030;;;;0;1;;0
PERINAT_P;2013;880000047;880780077;M1140;2;1;2.3;0;1;;
PERINAT_P;2013;880000047;880780077;M2050;5;1;5.2;0;1;;
PERINAT_P;2013;880000047;880780077;MIVG;4;0;4;;;;
PERINAT_P;2013;880000047;880780077;N2340;1;1;1.65;;;;
PERINAT_P;2013;880000047;880780077;N2700;0;1;0.2;;;;
PERINAT_P;2013;880000047;880780077;N2800;11;4;13.55;;;;
PERINAT_P;2013;880000047;880780077;N280H;1;0;1;;;;
PERINAT_P;2013;880000054;880007299;M2050;;4;0.33;0;1;;
PERINAT_P;2013;880000054;880007299;N2340;1;12;6.88;;;;
PERINAT_P;2013;880000054;880007299;N2800;6;5;10.21;;;;
PERINAT_P;2013;880000062;880780093;M1030;1;0;1;1;1;1;1
PERINAT_P;2013;880000062;880780093;M1140;;7;2.81;0;1;;
PERINAT_P;2013;880000062;880780093;M2050;;6;3.3;0;1;;
PERINAT_P;2013;880000062;880780093;MIVG;;2;0.1;;;;
PERINAT_P;2013;880000062;880780093;N2340;;5;3.57;;;;
PERINAT_P;2013;880000062;880780093;N2800;;19;14.93;;;;
PERINAT_P;2013;880780135;880780150;M1030;;9;1;0;0;;
