BOR;AN;FI;FI_EJ;CANCERO_A1;CANCERO_A2;CANCERO_A3;CANCERO_A4;CANCERO_A5;CANCERO_A6;CANCERO_A7;CANCERO_A8;CANCERO_B8;CANCERO_C8;CANCERO_A9;CANCERO_B9;CANCERO_A10;CANCERO_B10;CANCERO_A11;CANCERO_B11;CANCERO_C11;CANCERO_D11;CANCERO_A12;CANCERO_B12;CANCERO_A13;CANCERO_A14;CANCERO_A15;CANCERO_B15;CANCERO_A16;CANCERO_B16;CANCERO_A17;CANCERO_A18;CANCERO_A19;CANCERO_A20;CANCERO_A21;CANCERO_A22;CANCERO_A23;CANCERO_B17;CANCERO_B19;CANCERO_B20;CANCERO_B21;CANCERO_B22;CANCERO_B23;CANCERO_C19;CANCERO_C20;CANCERO_C21;CANCERO_C22;CANCERO_C23;CANCERO_A24;CANCERO_A25;CANCERO_A26;CANCERO_A27;CANCERO_B24;CANCERO_B25;CANCERO_B26;CANCERO_B27;CANCERO_C24;CANCERO_C25;CANCERO_C26;CANCERO_C27;CANCERO_D24;CANCERO_D26;CANCERO_E24;CANCERO_E26;CANCERO_A28;CANCERO_A29;CANCERO_B28;CANCERO_B29;CANCERO_C28;CANCERO_C29;CANCERO_A30;CANCERO_A31;CANCERO_A32;CANCERO_A33;CANCERO_A34;CANCERO_B30;CANCERO_B31;CANCERO_B32;CANCERO_B33;CANCERO_B34;CANCERO_C30;CANCERO_C31;CANCERO_C32;CANCERO_C33;CANCERO_C34
CANCERO;2013;340017839;340784933;1;0;0;7;1;112;1;;;;0;9;0;18;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340021211;340780055;1;0;0;80;0;669;0;;;;0;80;0;85;0;14;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780139;340000090;0;0;0;173;115;139;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780634;340000272;1;0;1;675;558;1456;1;;;;381;0;503;0;40;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;2;;;0;503;0;0;0;0;0;0;0;0;0;0;;;2;;0.2;;;;;;;2;1;1;1;1;1;0.5;0.2;0.1;0.2
CANCERO;2013;340780642;340785856;1;0;0;1848;1275;4237;0;340780493;;;1310;0;1204;0;129;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780667;340000280;1;0;0;5108;3739;11637;1;;;;4465;0;3469;0;548;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780675;340000298;1;1;1;8980;8290;6817;1;;;;8164;0;7971;0;869;0;0;0;2;0;0;0;0;15;0;55;13;55;4;2;8;0;11;0;2;2;2;2;4;5.5;3.27;9.7;1;14.21;;43;;;0;7971;0;0;0;0;0;0;0;0;0;0;;4;;2;;5.5;5;;;;3;1;;1;1;;5.68;;0.35;0.4;3
CANCERO;2013;340780683;340000306;0;0;0;604;501;200;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780717;340008150;0;0;0;127;31;828;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340780741;340000348;0;0;0;82;0;256;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340781608;340015171;1;0;0;259;27;3223;0;340780493;340780477;;134;0;19;0;54;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340782036;340780477;1;0;1;10230;8437;21366;1;;;;8918;37;7712;38;1336;9;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;10;;;1130;4537;0;0;0;0;0;0;5607;0;0;0;2;1;;;0.83;0.25;16;11;;;1;1;2;;;1;14.91;12.08;;;3.53
CANCERO;2013;340782085;340780477;1;0;0;1027;120;7430;1;;;;52;0;19;0;27;0;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340785161;340780477;1;0;0;745;121;4545;1;;;;175;0;47;0;110;0;13;0;;;;0;0;0;0;;0;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;340796663;340780477;1;0;1;4680;2979;10095;1;;;;3935;0;2823;0;430;0;140;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;8;;;877;2158;0;0;1;1;0;0;1939;0;1;0;4;5;;4;2.25;5.28;36;7;2;;16;14;3;2;;3;45.07;9.78;2.11;;18.99
CANCERO;2013;340798511;340798503;0;1;0;1079;1079;1079;0;;;;;;;;;;;;2;0;0;1033;25178;;0;;1079;;3;2;14;2;12;;0;2;0;0;7;3;3;14;2;12.35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000121;350000303;1;1;1;10596;9038;14739;1;;;;8981;0;8795;0;921;0;0;0;2;1;2;1;0;5;1;16;2;17;4;;;;;0;;;;;;4;;;;;52;23;;;208;8833;0;0;0;0;0;0;3655;0;0;0;4;1;1;;4.2;1;1;;;;;7;;;;;6.96;;;;
CANCERO;2013;350000139;350001137;0;0;0;756;195;3113;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000147;350000022;1;0;1;4189;3361;6634;1;;;;3852;0;3307;0;470;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;10;;;0;1580;0;0;0;0;0;0;0;0;0;0;1;1;;;0.99;0.8;5;2;;;2;2;1;;;1;5.1;2.7;;;1.6
CANCERO;2013;350000154;350000030;1;0;0;197;122;1105;1;;;;106;;81;;27;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000188;350000055;1;0;0;275;190;991;1;350002812;;;203;;183;;31;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350000196;350000311;1;0;1;2924;2653;2064;1;;;;2613;0;2613;0;224;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;4;2486;307;127;0;0;0;0;0;0;0;0;1;;2;;1.7;;2;;;;;;;;;;2;;;;
CANCERO;2013;350000741;350005179;1;0;1;8632;5940;32706;1;;;;6306;0;5535;0;1031;0;2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;11;14;;;494;6762;0;0;0;0;0;0;4960;0;0;0;0;0;0;0;0;0;26;17;0;0;4;12;3;0;0;1;29.49;16.08;0;0;5.03
CANCERO;2013;350002192;220020739;1;0;1;1066;887;1287;1;;;;867;0;834;0;126;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;835;0;0;0;0;0;0;0;0;0;0;;;;;;;1;;;;;1;;;;1;1.2;;;;0.2
CANCERO;2013;350002200;350029948;1;0;0;108;1;227;0;350002812;;;107;0;0;0;35;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350002812;350023503;1;1;1;48120;46034;79364;1;;;;12917;0;11554;0;1814;0;3;0;4;1;7;1680;31502;272;192;228;1604;290;5;7;25;2;5;33;4;0;2;2;2;6.43;7.38;23.07;3.6;8.26;64;29;18;3;2004;11987;841;795;15;4;1;0;8574;2624;53;2;10;2;6;0;11.37;2.08;38;33;0;1;17;25;3;4;2;8;53.43;29.79;1.83;2.01;22.9
CANCERO;2013;350005146;350000733;1;0;1;4861;4216;7874;1;;;;2763;0;3968;0;373;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;0;3968;0;0;0;0;0;0;0;0;0;0;;2;4;;2;2;;;;;;7;5;;;;3.3;1.57;;;
CANCERO;2013;350007084;350005179;1;0;1;3008;2197;8555;1;;;;2009;0;1584;0;113;0;119;0;;;;;;;;;;;;;;;;;;;;;;;;;;;9;4;;;427;2210;0;0;427;2202;0;0;2558;0;2558;0;0;0;0;0;0;0;18;11;0;0;10;24;6;0;0;3;39.33;14.27;0;0;9.87
CANCERO;2013;350036299;350036281;1;1;1;1060;1060;1070;0;350000121;350005146;350002200;;;;;;;;;2;0;2;1087;25090;0;85;10;975;40;2;2;8;2;8;0;2;2;5;1;10;3.3;2.4;11.9;2.2;14.46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350042628;350042578;1;0;0;51;1;946;1;;;;0;31;0;35;0;12;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350044764;350036281;1;1;0;500;500;500;0;350000196;;;;;;;;;;;1;0;0;538;12105;0;0;0;500;0;1;1;6;1;3;;2;2;0;0;1;1.4;2.2;6;1;3.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;350044772;350000626;1;0;0;8;1;162;0;350000022;;;0;8;0;12;0;7;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;360000038;360000046;1;0;0;309;305;309;0;180004145;;;309;;305;;32;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;360000129;360000269;1;0;0;448;59;3413;0;0;;;7;0;7;0;2;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;360000137;360000053;1;0;1;6644;6079;6611;1;;;;6314;1;5944;2;653;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;22;14;;;588;5410;0;0;0;0;0;0;7235;0;0;0;4;;3;;4.05;;13;7;;;13;6;4;1;;3;15.08;9.97;0.8;;10.36
CANCERO;2013;370000051;370000028;0;0;0;289;118;882;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370000093;370000192;1;0;0;2872;2210;4606;1;;;;2108;0;2108;0;281;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370000499;370000481;1;0;1;777;600;1808;1;;;;728;0;576;0;2;0;70;0;;;;;;;;;;;;;;;;;;;;;;;;;;;6;4;;;193;883;0;0;192;868;0;0;1689;0;1687;0;;;;;;;9;0;1;0;7;8;1;1;0;6;14.34;0.9;1.5;0;10.8
CANCERO;2013;370000531;370000606;1;0;1;1837;1815;339;0;370000861;;;1834;;1814;;189;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1915;0;0;0;0;0;0;0;0;0;0;;1;1;;0.5;1;2;;;;;2;2;;;1;2.61;1.56;;;0.8
CANCERO;2013;370000861;370000481;1;1;1;35758;32215;70856;1;;;;11447;0;9555;0;1536;0;5;0;4;0;4;1444;20458;394;117;136;1371;163;5;2;14;0;113;8;1;0;9;0;35;4.78;2;19.64;;138.69;32;16;;;1525;9894;0;0;5;20;0;0;6867;0;17;0;16;;2;;12.18;;50;47;0;0;32;15;18;0;0;11;62.19;60.11;;;38.03
CANCERO;2013;370000903;370000614;1;0;0;630;562;325;0;370000861;;;532;;513;;59;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370004467;370000481;1;1;0;3933;1869;15866;1;;;;2444;0;1569;0;394;0;1;0;0;;0;0;0;63;0;0;59;0;;0;0;0;0;0;;0;0;0;0;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;370007569;370007528;1;1;1;8484;7216;8543;1;;;;6703;0;6850;0;824;0;0;0;2;;3;0;0;14;0;17;9;15;5;;;;;0;;;;;;5;;;;;;20;;;0;6244;0;0;0;0;0;0;0;0;0;0;6;;;10;6;5;6;;;;2;1;;;;;6.78;;;;2
CANCERO;2013;380000034;380780049;1;0;0;4011;2816;6207;1;;;;3827;;2778;;401;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000067;380780080;1;1;1;37852;33961;74510;1;;;;14281;140;12909;140;1754;23;109;0;3;0;2;1202;18749;1804;2;2;1021;1;2;4;10;;4;18;1;;12;;5;1.45;3.5;18.93;;8.23;50;43;;;1976;13374;0;0;507;98;0;0;14807;0;2966;0;5;7;1;1;5.25;6.41;42;16;;;13;19;2;4;;13;51.08;16.87;2.52;0.04;20.7
CANCERO;2013;380000091;380780171;1;0;0;35;35;0;0;380780080;260000013;;35;;30;;4;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000109;380780213;1;0;0;7;6;9;0;;;;7;;6;;2;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000174;380781435;1;0;0;709;466;2568;1;;;;589;2;428;6;90;2;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380000406;380784751;1;0;1;1276;1139;1756;1;;;;1089;;1074;;140;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1075;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0.9;0;4;1;0;0;0;1;0;0;0;0;1.9;0.95;0;0;0
CANCERO;2013;380012658;380012609;1;1;1;30850;29481;41243;1;;;;9962;0;9372;0;1224;0;0;0;3;0;0;827;19147;77;0;0;890;0;2;2;6;1;3;0;1;1;5;3;4;2.9;2.8;9.2;2.8;5.9;30;25;;;1017;9700;0;0;0;0;0;0;8893;0;0;0;4;2;2;;5.77;2;8;6;;;;4;6;1;1;1;10.9;9.85;0.3;0.5;0.2
CANCERO;2013;380780197;380798173;0;0;0;267;61;1294;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380780288;380795203;0;0;0;339;207;780;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380781450;380798140;0;0;0;192;84;886;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380785956;380795211;0;0;0;927;292;4574;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;380786442;380798025;0;0;0;1455;138;10733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;390000040;390780146;1;0;0;3257;2750;4707;1;250000015;;;2912;;2715;;360;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;390000222;390780609;1;0;1;675;507;1952;0;250000015;;;533;;481;;87;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;5;;;77;499;0;0;0;0;0;0;1464;0;0;0;;;;1;;0.58;2;;;;3;1;1;1;;;3.28;0.69;0.25;;3
CANCERO;2013;400000105;400780193;1;1;1;23906;23460;35681;1;;;;6159;;6030;;764;;3;;2;0;0;1278;16032;48;0;0;749;0;3;9;2;;;0;;4;;;;1.35;11.51;2.69;;;;17;;;0;5334;0;0;0;0;0;0;0;0;0;0;3;;1;;1.46;;7;1;;1;7;;;1;;1;6.53;1.94;1.37;0.5;7.2
CANCERO;2013;400000139;400011177;1;0;1;5810;5392;5315;1;;;;5503;0;5376;0;598;0;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;25;0;0;0;5388;0;0;0;120;0;0;0;0;0;0;3;0;;0;3;0;7;5;0;0;4;2;2;2;1;3;8.11;5.96;1.25;0.49;5.68
CANCERO;2013;400008199;400008108;1;0;0;23;0;173;0;400000139;;;0;28;0;44;0;11;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;400780284;400000154;0;0;0;335;103;1442;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;400780359;400000204;0;0;0;380;52;2306;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;410000020;410000087;1;0;1;4979;4404;5607;1;;;;4566;0;4310;0;449;0;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;30;;;;1117;292;0;0;3;0;0;0;10070;0;11;0;1;2;0;0;0.5;1.1;11;13;0;0;2;3;3;0;0;0;16.6;15.28;0;0;3.06
CANCERO;2013;410000038;410000095;1;0;1;1572;1509;939;1;;;;1574;;1488;;178;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;1493;0;0;0;0;0;0;0;0;0;0;0;;1;;0.5;;1;1;1;;;5;1;1;;1;3.25;1.6;1.2;;0.18
CANCERO;2013;410000046;410000103;1;0;0;472;409;508;1;;;;396;;386;;47;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;410000202;410000319;1;0;1;6712;5818;6991;1;;;;6400;0;5970;0;670;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;25;20;;;727;5970;0;0;0;0;0;0;8561;0;0;0;;;2;1;1.8;0.9;16;10;;;7;5;1;1;1;14;19.96;10.86;0.2;0.3;12.07
CANCERO;2013;410004998;410000871;0;0;0;336;59;1731;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;410007371;410007363;0;1;0;742;742;16341;0;;;;;;;;;;;;2;0;0;16341;16341;0;0;0;742;0;2;2;7;0;4;0;0;0;1;0;0;2;2;7.8;0;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420000010;420780033;1;1;1;17283;16263;27769;1;;;;5399;9;4709;13;694;6;0;0;2;0;;499;10834;108;0;0;560;0;2;2;5;1;4;0;0;0;5;0;0;2;2.29;8.04;1;4.28;29;18;;;765;4664;0;0;0;0;0;0;7067;0;0;0;3;2;1;6;2.23;1.53;14;8;;1;9;6;5;1;1;1;17.44;11.85;0.4;0.36;7.43
CANCERO;2013;420000226;420013831;1;0;0;1265;1024;2227;1;;;;1145;0;1001;0;150;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420000234;420780652;0;0;0;251;119;1046;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420000267;420013831;1;0;1;452;334;1458;1;;;;352;0;331;0;62;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;4;;;0;381;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;4;1;1;1;2;0.9;0.2;0.17;0.05;0.65
CANCERO;2013;420002479;420002438;1;0;0;59;0;5199;0;420010241;;;0;59;0;100;0;39;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420010050;420787061;0;0;0;1377;258;9693;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420010241;420013492;1;1;1;54970;53754;89863;1;;;;13436;0;12375;0;1818;0;0;0;5;0;2;1779;38356;182;0;57;1784;57;5;7;18;4;3;0;2;;16;;4;5.33;6.16;31.23;4;5.9;59;27;;;1771;14846;0;0;0;1;0;0;12008;0;0;0;2;;3;;5;;53;25;;;39;7;5;;4;11;57.49;29.96;;1.57;44.49
CANCERO;2013;420011413;420011405;1;0;1;2411;1709;6954;1;;;;1544;0;1495;0;214;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;;;0;1609;0;0;0;0;0;0;0;0;0;0;;;2;;1;;4;;;;;;;1;1;;4;;0.8;0.5;
CANCERO;2013;420780504;420000135;0;0;0;586;207;3293;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420780637;420002495;1;0;0;873;632;1743;1;;;;757;0;624;0;115;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420782310;420000853;0;0;0;616;83;3769;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;420785354;420784878;1;0;1;6533;4225;19271;1;;;;4691;0;3962;0;585;0;53;0;;;;;;;;;;;;;;;;;;;;;;;;;;;8;6;;;257;2630;0;0;249;1145;0;0;871;0;852;0;1;3;0;1;0.5;3;12;0;0;1;16;7;0;0;0;5;16.58;0;0;0.3;16.84
CANCERO;2013;430000109;430000372;0;0;0;311;105;1526;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;430000117;430000018;1;1;1;9675;9242;19488;1;;;;2437;6;2231;10;329;4;1;0;1;0;;321;6570;326;0;0;320;0;3;2;6;0;1;0;0;0;2;0;0;2.29;2;5.35;0;1;;20;;;0;2780;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1.7;7;0;1;0;3;3;0;0;0;0;2.07;0;0.41;0;1.61
CANCERO;2013;430000190;430000034;1;0;1;654;627;364;1;630000404;;;632;;624;;64;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;2;0;0;0;730;0;0;0;0;0;0;0;0;0;0;0;1;;;;0.9;1;1;;;;;;;;;0.8;1;;;
CANCERO;2013;440000016;440000057;1;0;0;1022;690;1357;0;440000271;490000049;;460;0;415;0;43;0;9;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440000271;440000289;1;0;1;17678;13909;35139;1;;;;12780;19;10877;28;1855;0;138;13;;;;;;;;;;;;;;;;;;;;;;;;;;;52;38;;;2310;23118;0;0;559;2337;0;0;13197;0;3309;0;27;;;;13.03;;6;1;0;1;4;3;0;1;0;3;7.19;0.15;0.5;0.5;6.5
CANCERO;2013;440000404;440000925;0;0;0;180;43;943;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440000412;440000941;0;0;0;629;404;563;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440000487;440001014;0;0;0;533;25;3195;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440000503;440000313;1;0;1;204;195;58;0;440001113;;;197;;194;;31;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;5;0;0;0;196;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;2;1;;;;1.6;0.5;;;
CANCERO;2013;440000651;440001212;0;0;0;65;51;27;0;440023364;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440001113;490017258;1;1;1;70365;66961;134314;1;;;;17671;0;15379;0;2476;0;0;0;7;0;6;2850;48076;523;269;293;2547;362;10;6;20;4;18;49;4;1;16;;8;9.35;5.87;25.62;3.44;17.98;55;39;35;6;3222;16488;1765;1626;2;0;2;4;14257;7108;6;6;18;;9;;18.3;;59;42;;2;37;55;35;4;2;19;79.7;50.19;2.28;1.75;36.1
CANCERO;2013;440002020;440001386;0;0;0;848;169;4403;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440017598;440000289;1;0;1;1531;679;8062;1;;;;1059;0;658;0;230;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;597;721;0;0;0;0;0;0;3959;0;0;0;;;;;;;6;11;0;0;1;9;4;1;0;2;12.13;13.25;0.36;0;2.63
CANCERO;2013;440023364;440006377;1;1;1;15293;15010;5244;1;;;;15140;0;15005;0;1904;0;0;0;4;0;3;0;45311;18;0;24;17;24;4;3;15;3;7;0;1;0;15;0;4;4.75;3;24.9;3;10.36;52;29;0;0;889;15871;0;0;0;0;0;0;13860;0;0;0;2;1;0;1;1.74;1.67;38;26;;;22;9;7;4;2;11;42.32;28.58;2.52;1.35;23.15
CANCERO;2013;440024669;440042844;1;0;0;396;0;11407;0;440001113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440024982;440000461;1;0;0;891;111;5980;0;0;;;42;0;41;0;7;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440029338;440041895;0;0;0;1083;164;7044;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440029379;440000974;0;0;0;813;361;1223;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
CANCERO;2013;440033819;440006344;0;0;0;605;260;1553;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
